food_name,serving_desc,serving_size,serving_size_unit
"Cake, pound, without icing or filling",1 bundt or tube cake,1080,g
"Cake, pound, without icing or filling",1 piece (1/10 of loaf),91,g
"Cake, pound, without icing or filling",1 cup,83,g
"Cake, pound, without icing or filling",1 cubic inch,6.7,g
"Cake, pound, with icing or filling","1 loaf (9-1/4"" x 5-1/4"" x 3-1/8"")",1228,g
"Cake, pound, with icing or filling",1 bundt or tube cake,1399,g
"Cake, pound, with icing or filling",1 piece (1/10 of loaf),123,g
"Cake, pound, with icing or filling",1 cup,83,g
"Cake, pound, with icing or filling",1 cubic inch,8.1,g
"Cake, pound, chocolate","1 loaf (9"" x 5"" x 3"")",909,g
"Cake, pound, chocolate",1 piece (1/10 of loaf),91,g
"Cake, pound, chocolate",1 cubic inch,6.7,g
"Cake, pound, chocolate",1 cup,83,g
"Cake, pound, Puerto Rican style","1 slice (3-1/2"" x 3-1/2"" x 1"")",90,g
"Cake, pound, Puerto Rican style",1 cubic inch,7.3,g
"Cake, pound, reduced fat, cholesterol free","1 loaf (7-1/4"" x 3-1/2"" x 2"")",283,g
"Cake, pound, reduced fat, cholesterol free","1 slice (3-1/2"" x 2"" x 3/4"")",28,g
"Cake, pound, reduced fat, cholesterol free",1 cubic inch,6,g
"Cake or cupcake, pumpkin, without icing or filling",1 regular cupcake,50,g
"Cake or cupcake, pumpkin, without icing or filling",1 mini cupcake,15,g
"Cake or cupcake, pumpkin, without icing or filling","1 1-layer cake (8"" square, approx 1-1/2"" high)",508,g
"Cake or cupcake, pumpkin, without icing or filling","1 piece (1/10 of 8"" square)",51,g
"Cake or cupcake, pumpkin, without icing or filling",1 cubic inch,5.8,g
"Cake or cupcake, pumpkin, with icing or filling",1 regular cupcake,75,g
"Cake or cupcake, pumpkin, with icing or filling",1 mini cupcake,25,g
"Cake or cupcake, pumpkin, with icing or filling","1 2-layer cake (8"" or 9"" dia, approx 4"" high)",1600,g
"Cake or cupcake, pumpkin, with icing or filling","1 1-layer cake (8"" or 9"" dia, approx 2"" high)",800,g
"Cake or cupcake, pumpkin, with icing or filling",1 bundt or tube cake,1323,g
"Cake or cupcake, pumpkin, with icing or filling","1 piece (1/12 of 2-layer, 8"" or 9"" dia)",133,g
"Cake or cupcake, pumpkin, with icing or filling","1 piece (1/10 of 1-layer, 8"" or 9"" dia)",80,g
"Cake or cupcake, pumpkin, with icing or filling",1 cubic inch,8.3,g
"Cake or cupcake, pumpkin, with icing or filling",1 cup,138,g
"Cake or cupcake, raisin-nut",1 regular cupcake,50,g
"Cake or cupcake, raisin-nut",1 mini cupcake,15,g
"Cake or cupcake, raisin-nut","1 1-layer cake (8"" dia)",592,g
"Cake or cupcake, raisin-nut","1 piece (1/10 of 8"" dia)",59,g
"Cake or cupcake, raisin-nut",1 cubic inch,5.1,g
"Cake, Ravani",1 cake,564,g
"Cake, Ravani",1 piece (1/10 of cake),56,g
"Cake, Ravani",1 cubic inch,5.9,g
"Cake, rice flour, without icing or filling","1 piece (2-1/2"" dia, 1-3/8"" high)",77,g
"Cake, rice flour, without icing or filling",1 cubic inch,16.9,g
"Cake, Quezadilla, El Salvadorian style","1 cake (11-7/8"" x 8-1/4"" x 1-1/2"")",1498,g
"Cake, Quezadilla, El Salvadorian style",1 piece (1/10 of cake),150,g
"Cake, Quezadilla, El Salvadorian style",1 cubic inch,10.2,g
"Cake, Quezadilla, El Salvadorian style",1 cup,133,g
"Cake or cupcake, spice, without icing or filling",1 regular cupcake,50,g
"Cake or cupcake, spice, without icing or filling",1 mini cupcake,15,g
"Cake or cupcake, spice, without icing or filling","1 1-layer cake (8"" or 9"" dia, 1-1/2"" high)",420,g
"Cake or cupcake, spice, without icing or filling","1 piece (1/10 of 8"" or 9"" dia)",42,g
"Cake or cupcake, spice, without icing or filling",1 cubic inch,5,g
"Cake or cupcake, spice, with icing or filling",1 regular cupcake,75,g
"Cake or cupcake, spice, with icing or filling",1 mini cupcake,25,g
"Cake or cupcake, spice, with icing or filling","1 2-layer cake (8"" or 9"" dia, 4"" high)",1311,g
"Cake or cupcake, spice, with icing or filling","1 1-layer cake (8"" or 9"" dia, 2"" high)",656,g
"Cake or cupcake, spice, with icing or filling","1 piece (1/12 of 2-layer, 8"" or 9"" dia)",109,g
"Cake or cupcake, spice, with icing or filling","1 piece (1/10 of 1-layer, 8"" or 9"" dia)",66,g
"Cake or cupcake, spice, with icing or filling",1 cubic inch,6.8,g
"Cake, sponge, without icing or filling","1 tube cake (10"" dia, 4"" high)",790,g
"Cake, sponge, without icing or filling","1 tube cake (8-1/2"" dia, 3-1/2"" high)",524,g
"Cake, sponge, without icing or filling","1 piece (1/12 of 10"" dia)",66,g
"Cake, sponge, without icing or filling",1 cubic inch,3.7,g
"Cake, sponge, without icing or filling","1 individual dessert shell or shortcake (approx 3"" dia)",24,g
"Cake, sponge, with icing or filling","1 tube cake (10-1/2"" dia, 4-1/4"" high)",1109,g
"Cake, sponge, with icing or filling","1 tube cake (9"" dia, 3-3/4"" high)",843,g
"Cake, sponge, with icing or filling","1 piece (1/12 of 10"" dia)",92,g
"Cake, sponge, with icing or filling",1 cubic inch,5.2,g
"Cake, sponge, chocolate","1 tube cake (10"" dia, 4"" high)",790,g
"Cake, sponge, chocolate","1 tube cake (8-1/2"" dia, 3-1/2"" high)",524,g
"Cake, sponge, chocolate","1 piece (1/12 of 10"" dia)",66,g
"Cake, sponge, chocolate",1 cubic inch,3.7,g
"Rum cake, without icing","1 slice (4"" x 3"" x 1-3/4"")",185,g
"Rum cake, without icing",1 cubic inch,8.8,g
"Cake, torte",1 torte,912,g
"Cake, torte",1 piece (1/12 of torte),76,g
"Cake, torte",1 cubic inch,4,g
"Cake, tres leche",1 cake,1448,g
"Cake, tres leche",1 piece (1/12 of cake),120,g
"Cake, tres leche",1 cubic inch,10.6,g
"Cake, tres leche",1 cup,120,g
"Cake, pineapple, upside down","1 cake (9"" dia, 2"" high)",1455,g
"Cake, pineapple, upside down","1 piece (1/12 of 9"" dia)",121,g
"Cake, pineapple, upside down","1 piece (1/12 of 8"" square)",86,g
"Cake, pineapple, upside down",1 cubic inch,11.4,g
"Cake, pineapple, upside down","1 cake (8"" square, 1-1/2"" high)",1035,g
"Cake, pineapple, upside down",1 piece,121,g
"Cake or cupcake, white, with icing or filling",1 regular cupcake,75,g
"Cake or cupcake, white, with icing or filling",1 mini cupcake,25,g
"Cake or cupcake, white, with icing or filling","1 2-layer cake (8"" or 9"" dia, 4"" high)",1311,g
"Cake or cupcake, white, with icing or filling","1 1-layer cake (8"" or 9"" dia, 2"" high)",656,g
"Cake or cupcake, white, with icing or filling",1 bundt or tube cake,1124,g
"Cake or cupcake, white, with icing or filling","1 piece (1/12 of 2-layer, 8"" or 9"" dia)",109,g
"Cake or cupcake, white, with icing or filling","1 piece (1/10 of 1-layer, 8"" or 9"" dia)",66,g
"Cake or cupcake, white, with icing or filling",1 cubic inch,6.8,g
"Cake or cupcake, white, with icing or filling",1 cup,117,g
"Cake or cupcake, white, without icing or filling",1 regular cupcake,50,g
"Cake or cupcake, white, without icing or filling",1 mini cupcake,15,g
"Cake or cupcake, white, without icing or filling","1 1-layer cake (8"" or 9"" dia, 1-1/2"" high)",420,g
"Cake or cupcake, white, without icing or filling",1 bundt or tube cake,931,g
"Cake or cupcake, white, without icing or filling","1 piece (1/10 of 8"" or 9"" dia)",42,g
"Cake or cupcake, white, without icing or filling",1 cubic inch,5,g
"Cake or cupcake, white, without icing or filling",1 cup,67,g
"Cake or cupcake, yellow, with icing or filling",1 regular cupcake,75,g
"Cake or cupcake, yellow, with icing or filling",1 mini cupcake,25,g
"Cake or cupcake, yellow, with icing or filling","1 2-layer cake (8"" or 9"" dia, 4"" high)",1311,g
"Cake or cupcake, yellow, with icing or filling","1 1-layer cake (8"" or 9"" dia, 2"" high)",656,g
"Cake or cupcake, yellow, with icing or filling",1 bundt or tube cake,1124,g
"Cake or cupcake, yellow, with icing or filling","1 piece (1/12 of 2-layer, 8"" or 9"" dia)",109,g
"Cake or cupcake, yellow, with icing or filling","1 piece (1/10 of 1-layer, 8"" or 9"" dia)",66,g
"Cake or cupcake, yellow, with icing or filling",1 cubic inch,6.8,g
"Cake or cupcake, yellow, with icing or filling",1 cup,117,g
"Cake or cupcake, yellow, without icing or filling",1 regular cupcake,50,g
"Cake or cupcake, yellow, without icing or filling",1 mini cupcake,15,g
"Cake or cupcake, yellow, without icing or filling","1 1-layer cake (8"" or 9"" dia, 1-1/2"" high)",420,g
"Cake or cupcake, yellow, without icing or filling",1 bundt or tube cake,931,g
"Cake or cupcake, yellow, without icing or filling","1 piece (1/10 of 8"" or 9"" dia)",42,g
"Cake or cupcake, yellow, without icing or filling",1 cubic inch,5,g
"Cake or cupcake, yellow, without icing or filling",1 cup,67,g
"Cake, shortcake, biscuit type, with whipped cream and fruit","1 biscuit (2"" dia) with fruit and whipped cream",74,g
"Cake, shortcake, biscuit type, with fruit","1 biscuit (2"" dia) with fruit",65,g
"Cake, shortcake, biscuit type, with fruit",1 cubic inch,13,g
"Cake, shortcake, sponge type, with whipped cream and fruit","1 cake (3"" dia) with fruit and whipped cream",118,g
"Cake, shortcake, sponge type, with whipped cream and fruit",1 cup,151,g
"Cake, shortcake, sponge type, with whipped cream and fruit","1 2-layer cake (9"" dia, approx 4"" high)",1365,g
"Cake, shortcake, sponge type, with whipped cream and fruit",1 cubic inch,5.4,g
"Cake, shortcake, sponge type, with fruit","1 cake (3"" dia) with fruit",102,g
"Cake, shortcake, sponge type, with fruit",1 cup,156,g
"Cake, shortcake, sponge type, with fruit",1 cubic inch,5.1,g
"Cake, shortcake, with whipped topping and fruit, diet",1 individual cake,94,g
"Cake or cupcake, zucchini","1 1-layer cake (8"" or 9"" dia, 1-1/2"" high)",579,g
"Cake or cupcake, zucchini","1 piece (1/10 of 8"" or 9"" dia)",58,g
"Cake or cupcake, zucchini",1 cubic inch,7.7,g
"Cake or cupcake, zucchini",1 cup,88,g
"Cake or cupcake, zucchini",1 bundt or tube cake,1130,g
"Cookie, batter or dough, raw",1 cup,250,g
"Cookie, NFS",1 miniature/bite size,5,g
"Cookie, NFS",1 small,20,g
"Cookie, NFS",1 medium,30,g
"Cookie, NFS",1 large,45,g
"Cookie, almond",1 miniature/bite size,5,g
"Cookie, almond",1 small,20,g
"Cookie, almond",1 medium,30,g
"Cookie, almond",1 large,45,g
"Cookie, applesauce",1 miniature/bite size,5,g
"Cookie, applesauce",1 small,20,g
"Cookie, applesauce",1 medium,30,g
"Cookie, applesauce",1 large,45,g
"Cookie, biscotti",1 cookie,32,g
"Cookie, brownie, NS as to icing",1 small or bite size,30,g
"Cookie, brownie, NS as to icing",1 medium,50,g
"Cookie, brownie, NS as to icing",1 large,90,g
"Cookie, brownie, without icing",1 small or bite size,30,g
"Cookie, brownie, without icing",1 medium,50,g
"Cookie, brownie, without icing",1 large,90,g
"Cookie, brownie, with icing or filling",1 small,40,g
"Cookie, brownie, with icing or filling",1 medium,65,g
"Cookie, brownie, with icing or filling",1 large,110,g
"Cookie, brownie, with icing or filling",1 Little Debbie package (twin wrapped),61,g
"Cookie, brownie, reduced fat, NS as to icing",1 small,30,g
"Cookie, brownie, reduced fat, NS as to icing",1 medium,50,g
"Cookie, brownie, reduced fat, NS as to icing",1 large,90,g
"Cookie, brownie, fat free, NS as to icing",1 small,30,g
"Cookie, brownie, fat free, NS as to icing",1 medium,50,g
"Cookie, brownie, fat free, NS as to icing",1 large,90,g
"Cookie, butterscotch, brownie",1 small,30,g
"Cookie, butterscotch, brownie",1 medium,50,g
"Cookie, butterscotch, brownie",1 large,90,g
"Cookie, bar, with chocolate",1 bar,30,g
"Cookie, bar, with chocolate",1 small or bite size,30,g
"Cookie, bar, with chocolate",1 medium,50,g
"Cookie, bar, with chocolate",1 large,90,g
"Cookie, chocolate chip",1 mini or bite size cookie,5,g
"Cookie, chocolate chip",1 small cookie,20,g
"Cookie, chocolate chip",1 medium cookie,30,g
"Cookie, chocolate chip",1 large cookie,45,g
"Cookie, chocolate chip",1 small bar,25,g
"Cookie, chocolate chip",1 medium bar,38,g
"Cookie, chocolate chip",1 large bar,56,g
"Cookie, chocolate chip",1 Nabisco Chips Ahoy!,10.5,g
"Cookie, chocolate chip",1 Keebler Rainbow Chips Deluxe,16,g
"Cookie, chocolate chip",1 Pepperidge Farm Chocolate Chunk Cookie,26,g
"Cookie, chocolate chip",1 McDonald's cookie,33,g
"Cookie, chocolate chip",1 Subway cookie,45,g
"Cookie, chocolate chip",1 single serving package,46,g
"Cookie, chocolate chip",1 100 calorie package,22,g
"Cookie, chocolate chip","1 cup, bite size",81,g
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 miniature/bite size,5,g
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 small,20,g
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 medium,30,g
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 large,45,g
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 extra large,100,g
"Cookie, chocolate chip, reduced fat",1 miniature/bite size,5,g
"Cookie, chocolate chip, reduced fat",1 small,20,g
"Cookie, chocolate chip, reduced fat",1 medium,30,g
"Cookie, chocolate chip, reduced fat",1 large,45,g
"Cookie, chocolate chip, reduced fat",1 Nabisco Chips Ahoy!,10.7,g
"Cookie, chocolate chip, reduced fat",1 100 calorie package,22,g
"Cookie, chocolate chip sandwich",1 miniature/bite size,3,g
"Cookie, chocolate chip sandwich",1 sandwich,14,g
"Cookie, chocolate chip sandwich",1 large sandwich,36,g
"Cookie, chocolate chip sandwich",1 Little Debbie cookie,34,g
"Cookie, chocolate, made with rice cereal","1 bar (2"" square, 1-1/8"" high)",30,g
"Cookie, chocolate, made with rice cereal",1 Little Debbie cookie,31,g
"Cookie, chocolate, made with oatmeal and coconut, no bake",1 miniature/bite size,5,g
"Cookie, chocolate, made with oatmeal and coconut, no bake",1 small,20,g
"Cookie, chocolate, made with oatmeal and coconut, no bake",1 medium,30,g
"Cookie, chocolate, made with oatmeal and coconut, no bake",1 large,45,g
"Cookie, chocolate or fudge",1 miniature/bite size,5,g
"Cookie, chocolate or fudge",1 small,20,g
"Cookie, chocolate or fudge",1 medium,30,g
"Cookie, chocolate or fudge",1 large,45,g
"Cookie, chocolate or fudge, reduced fat",1 miniature/bite size,5,g
"Cookie, chocolate or fudge, reduced fat",1 small,20,g
"Cookie, chocolate or fudge, reduced fat",1 medium,30,g
"Cookie, chocolate or fudge, reduced fat",1 large,45,g
"Cookie, chocolate, with chocolate filling or coating, fat free",1 Snackwell's cookie,16,g
"Cookie, marshmallow, chocolate-covered",1 Fudge Marshmallow,28,g
"Cookie, marshmallow, chocolate-covered",1 cookie,30,g
"Cookie, marshmallow pie, chocolate covered",1 scooter pie,34,g
"Cookie, marshmallow pie, chocolate covered",1 whoopie pie,57,g
"Cookie, marshmallow pie, chocolate covered",1 Little Debbie,39,g
"Cookie, marshmallow pie, chocolate covered",1 moon pie,78,g
"Cookie, marshmallow pie, chocolate covered","1 pie, NFS",78,g
"Cookie, chocolate, with icing or coating",1 miniature/bite size,7,g
"Cookie, chocolate, with icing or coating",1 small,28,g
"Cookie, chocolate, with icing or coating",1 medium,42,g
"Cookie, chocolate, with icing or coating",1 large,63,g
"Cookie, chocolate, with icing or coating",1 Girl Scout cookie,7.9,g
"Cookie, chocolate, with icing or coating",1 100 calorie package,21,g
"Cookie, chocolate, with icing or coating",1 Grasshopper (Keebler),7,g
"Cookie, sugar wafer, chocolate-covered",1 wafer,15,g
"Cookie, sugar wafer, chocolate-covered",1 Little Debbie Fudge Crispy Bar,15,g
"Cookie, sugar wafer, chocolate-covered",1 Little Debbie Cookie Bar,33,g
"Cookie, sugar wafer, chocolate-covered",1 fudge stick,10,g
"Cookie, chocolate sandwich",1 miniature/bite size,3,g
"Cookie, chocolate sandwich",1 Oreo mini sandwich,3,g
"Cookie, chocolate sandwich",1 Oreo sandwich,11,g
"Cookie, chocolate sandwich",1 Oreo thin,7,g
"Cookie, chocolate sandwich",1 sandwich,14,g
"Cookie, chocolate sandwich",1 large sandwich,36,g
"Cookie, chocolate sandwich, reduced fat",1 miniature/bite size,3,g
"Cookie, chocolate sandwich, reduced fat",1 cookie,14,g
"Cookie, chocolate sandwich, reduced fat",1 Oreo sandwich,10.7,g
"Cookie, chocolate sandwich, reduced fat",1 large sandwich,36,g
"Cookie, chocolate, sandwich, with extra filling",1 sandwich (include Double Stuff Oreo),15,g
"Cookie, chocolate, sandwich, with extra filling","1 sandwich, chocolate covered (include Fudge Covered Oreos)",19,g
"Cookie, chocolate, sandwich, with extra filling",1 large sandwich,36,g
"Cookie, chocolate and vanilla sandwich",1 miniature/bite size,3,g
"Cookie, chocolate and vanilla sandwich",1 sandwich,14,g
"Cookie, chocolate and vanilla sandwich",1 large sandwich,36,g
"Cookie, chocolate wafer",1 small or thin (include Famous Brand Chocolate Wafers),5,g
"Cookie, chocolate wafer",1 medium,10,g
"Cookie, chocolate wafer",1 100 calorie package,23,g
"Cookie, graham cracker with chocolate and marshmallow",1 Suddenly S'mores cookie,19,g
"Cookie, graham cracker with chocolate and marshmallow",1 medium S'mores cookie,42,g
"Cookie, graham cracker with chocolate and marshmallow",1 large S'mores cookie,84,g
"Cookie, graham cracker with chocolate and marshmallow",1 bar,22,g
"Cookie bar, with chocolate, nuts, and graham crackers",1 small bar,25,g
"Cookie bar, with chocolate, nuts, and graham crackers",1 medium bar,38,g
"Cookie bar, with chocolate, nuts, and graham crackers",1 large bar,56,g
"Cookie, coconut",1 miniature/bite size,5,g
"Cookie, coconut",1 small,20,g
"Cookie, coconut",1 medium,30,g
"Cookie, coconut",1 large,45,g
"Cookie, fruit-filled bar",1 small bar,25,g
"Cookie, fruit-filled bar",1 medium bar,38,g
"Cookie, fruit-filled bar",1 large bar,56,g
"Cookie, fruit-filled bar","1 individual package (contains 2 3-1/4"" long bars)",61,g
"Cookie, fruit-filled bar",1 Little Debbie Delight,37,g
"Cookie, fruit-filled bar",1 Little Debbie Apple Flips,66,g
"Cookie, fruit-filled bar",1 Fruit Booster,37,g
"Cookie, fruit-filled bar",1 Newton bar,22,g
"Cookie, fruit-filled bar, fat free",1 Newton bar,19,g
"Cookie, fig bar",1 mini fig newton,6.3,g
"Cookie, fig bar",1 Newton bar,16,g
"Cookie, fig bar",1 Fig bar (2 square halves),43,g
"Cookie, fig bar",1 bar,16,g
"Cookie, fig bar","1 individual package (2 oz package containing 2 3"" bars)",57,g
"Cookie, fig bar, fat free","1 Newton bar (2"" long, 1-1/2"" wide)",19,g
"Cookie, fortune",1 cookie,8,g
"Cookie, cone shell, ice cream type, wafer or cake",1 cone,4,g
"Cookie, cone shell, ice cream type, wafer or cake",1 large waffle cone,29,g
"Cookie, gingersnaps",1 miniature/bite size,5,g
"Cookie, gingersnaps",1 small,20,g
"Cookie, gingersnaps",1 medium,30,g
"Cookie, gingersnaps",1 large,45,g
"Cookie, granola",1 miniature/bite size,5,g
"Cookie, granola",1 small,20,g
"Cookie, granola",1 medium,30,g
"Cookie, granola",1 large,45,g
"Cookie, ladyfinger","1 ladyfinger (3"" x 1-1/8"" x 1"")",8.3,g
"Cookie, ladyfinger","1 anisette sponge (4"" x 1-1/8"" x 7/8"")",13,g
"Cookie, ladyfinger","1 egg jumbo (4"" x 2"")",12.8,g
"Cookie, ladyfinger","1 breakfast treat (approx 4"" x 2"" x 7/8"")",24,g
"Cookie, ladyfinger",1 ladyfinger biscuit,5.2,g
"Cookie, lemon bar",1 small bar,25,g
"Cookie, lemon bar",1 medium bar,38,g
"Cookie, lemon bar",1 large bar,56,g
"Cookie, macaroon",1 cookie,24,g
"Cookie, marshmallow, with coconut",1 cookie,30,g
"Cookie, marshmallow, with rice cereal, no bake",1 small bar,25,g
"Cookie, marshmallow, with rice cereal, no bake",1 medium bar,38,g
"Cookie, marshmallow, with rice cereal, no bake",1 large bar,56,g
"Cookie, marshmallow, with rice cereal and chocolate chips",1 small bar,25,g
"Cookie, marshmallow, with rice cereal and chocolate chips",1 medium bar,38,g
"Cookie, marshmallow, with rice cereal and chocolate chips",1 large bar,56,g
"Cookie, marshmallow and peanut butter, with oat cereal, no bake",1 small bar,25,g
"Cookie, marshmallow and peanut butter, with oat cereal, no bake",1 medium bar,38,g
"Cookie, marshmallow and peanut butter, with oat cereal, no bake",1 large bar,56,g
"Cookie, meringue",1 cookie,5,g
"Cookie, molasses",1 miniature/bite size,5,g
"Cookie, molasses",1 small,20,g
"Cookie, molasses",1 medium,30,g
"Cookie, molasses",1 large,45,g
"Cookie, molasses",1 Little Debbie cookie,20,g
"Cookie, Lebkuchen",1 cookie,24,g
"Cookie, multigrain, high fiber",1 cookie,30,g
"Cookie, oatmeal",1 miniature/bite size,5,g
"Cookie, oatmeal",1 small,20,g
"Cookie, oatmeal",1 medium,30,g
"Cookie, oatmeal",1 large,45,g
"Cookie, oatmeal, with raisins",1 miniature/bite size,5,g
"Cookie, oatmeal, with raisins",1 small,20,g
"Cookie, oatmeal, with raisins",1 medium,30,g
"Cookie, oatmeal, with raisins",1 large,45,g
"Cookie, oatmeal, with raisins",1 Tastykake Oatmeal Raisin Bar,57,g
"Cookie, oatmeal, reduced fat, NS as to raisins",1 miniature/bite size,5,g
"Cookie, oatmeal, reduced fat, NS as to raisins",1 small,20,g
"Cookie, oatmeal, reduced fat, NS as to raisins",1 medium,30,g
"Cookie, oatmeal, reduced fat, NS as to raisins",1 large,45,g
"Cookie, oatmeal sandwich, with creme filling",1 sandwich,14,g
"Cookie, oatmeal sandwich, with creme filling",1 miniature/bite size,3,g
"Cookie, oatmeal sandwich, with creme filling",1 large sandwich,36,g
"Cookie, oatmeal, with chocolate chips",1 miniature/bite size,5,g
"Cookie, oatmeal, with chocolate chips",1 small,20,g
"Cookie, oatmeal, with chocolate chips",1 medium,30,g
"Cookie, oatmeal, with chocolate chips",1 large,45,g
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",1 miniature/bite size,3,g
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",1 sandwich,14,g
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",1 large sandwich,36,g
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",1 Little Debbie,32,g
"Cookie, oatmeal, with chocolate and peanut butter, no bake",1 miniature/bite size,5,g
"Cookie, oatmeal, with chocolate and peanut butter, no bake",1 small,20,g
"Cookie, oatmeal, with chocolate and peanut butter, no bake",1 medium,30,g
"Cookie, oatmeal, with chocolate and peanut butter, no bake",1 large,45,g
"Cookie, peanut butter",1 miniature/bite size,5,g
"Cookie, peanut butter",1 small,20,g
"Cookie, peanut butter",1 medium,30,g
"Cookie, peanut butter",1 large,45,g
"Cookie, peanut butter, with chocolate",1 miniature/bite size,5,g
"Cookie, peanut butter, with chocolate",1 small,20,g
"Cookie, peanut butter, with chocolate",1 medium,30,g
"Cookie, peanut butter, with chocolate",1 large,45,g
"Cookie, peanut butter, with chocolate",1 Nutter Butter,18,g
"Cookie, peanut butter with rice cereal, no bake",1 small bar,25,g
"Cookie, peanut butter with rice cereal, no bake",1 medium bar,38,g
"Cookie, peanut butter with rice cereal, no bake",1 large bar,56,g
"Cookie, peanut butter sandwich",1 sandwich,14,g
"Cookie, peanut butter sandwich",1 miniature/bite size,3,g
"Cookie, peanut butter sandwich",1 Girl Scout cookie,11.6,g
"Cookie, peanut butter sandwich",1 large sandwich,36,g
"Cookie, with peanut butter filling, chocolate-coated",1 miniature/bite size,7,g
"Cookie, with peanut butter filling, chocolate-coated",1 small,28,g
"Cookie, with peanut butter filling, chocolate-coated",1 medium,42,g
"Cookie, with peanut butter filling, chocolate-coated",1 large,63,g
"Cookie, with peanut butter filling, chocolate-coated",1 Lance Wafer,8.3,g
"Cookie, with peanut butter filling, chocolate-coated",1 Girl Scout cookie,13,g
"Cookie, with peanut butter filling, chocolate-coated",1 Little Debbie Nutty Bar,28,g
"Cookie, Pfeffernusse",1 cookie,13,g
"Cookie, Pizzelle",1 wafer or rosette,13,g
"Cookie, pumpkin",1 mini or bite size cookie,5,g
"Cookie, pumpkin",1 small cookie,20,g
"Cookie, pumpkin",1 medium cookie,30,g
"Cookie, pumpkin",1 large cookie,45,g
"Cookie, pumpkin",1 small bar,25,g
"Cookie, pumpkin",1 medium bar,38,g
"Cookie, pumpkin",1 large bar,56,g
"Cookie, raisin",1 miniature/bite size,5,g
"Cookie, raisin",1 small,20,g
"Cookie, raisin",1 medium,30,g
"Cookie, raisin",1 large,45,g
"Cookie, raisin sandwich, cream-filled",1 miniature/bite size,3,g
"Cookie, raisin sandwich, cream-filled",1 sandwich,14,g
"Cookie, raisin sandwich, cream-filled",1 large sandwich,36,g
"Cookie, rum ball, no bake",1 ball,11,g
"Cookie, sandwich-type, not chocolate or vanilla",1 miniature/bite size,3,g
"Cookie, sandwich-type, not chocolate or vanilla",1 sandwich,14,g
"Cookie, sandwich-type, not chocolate or vanilla",1 large sandwich,36,g
"Cookie, sandwich-type, not chocolate or vanilla",1 Girl Scout Lemon Chalet Creme,13,g
"Cookie, shortbread",1 miniature/bite size,5,g
"Cookie, shortbread",1 small,20,g
"Cookie, shortbread",1 medium,30,g
"Cookie, shortbread",1 large,45,g
"Cookie, shortbread",1 Girl Scout cookie,6.3,g
"Cookie, shortbread, reduced fat",1 miniature/bite size,5,g
"Cookie, shortbread, reduced fat",1 small,20,g
"Cookie, shortbread, reduced fat",1 medium,30,g
"Cookie, shortbread, reduced fat",1 large,45,g
"Cookie, shortbread, reduced fat",1 Pecan Sandie,15,g
"Cookie, shortbread, reduced fat",1 100 calorie package,21,g
"Cookie, shortbread, with icing or filling",1 miniature/bite size,7,g
"Cookie, shortbread, with icing or filling",1 small,28,g
"Cookie, shortbread, with icing or filling",1 medium,42,g
"Cookie, shortbread, with icing or filling",1 large,63,g
"Cookie, shortbread, with icing or filling",1 Keebler Middle,9,g
"Cookie, shortbread, with icing or filling",1 Girl Scout cookie,15,g
Pocky,1 stick,4,g
"Cookie, animal",1 cracker,4,g
"Cookie, animal",1 single serving bag,28,g
"Cookie, animal",1 individual box (2 oz),57,g
"Cookie, animal","1 cup, NFS",64,g
"Cookie, animal","1 cup, crushed",105,g
"Cookie, animal",1 Arrowroot biscuit (Include Arrowroot cookie),5,g
"Cookie, animal, with frosting or icing",1 animal cookie (include Keebler Iced; Carousel Frosted),5,g
"Cookie, butter or sugar",1 miniature/bite size,5,g
"Cookie, butter or sugar",1 small,20,g
"Cookie, butter or sugar",1 medium,30,g
"Cookie, butter or sugar",1 large,45,g
"Cookie, butter or sugar",1 Lemon Cooler,6,g
"Cookie, butter or sugar","1 2-1/4"" dia (include Snickerdoodles)",10,g
"Cookie, butter or sugar","1 cup, crushed",85,g
Marie biscuit,1 cookie,7,g
"Cookie, butter or sugar, with fruit and/or nuts",1 miniature/bite size,5,g
"Cookie, butter or sugar, with fruit and/or nuts",1 small,20,g
"Cookie, butter or sugar, with fruit and/or nuts",1 medium,30,g
"Cookie, butter or sugar, with fruit and/or nuts",1 large,45,g
"Cookie, butter or sugar, with fruit and/or nuts","1 Pepperidge Farm Distinctive Chantilly (about 2"" dia)",19,g
"Cookie, butter or sugar, with fruit and/or nuts",1 Pepperidge Farm Cappucino,15,g
"Cookie, sugar wafer",1 small,4,g
"Cookie, sugar wafer",1 medium,8,g
"Cookie, sugar wafer",1 large,9,g
"Cookie, toffee bar",1 small bar,25,g
"Cookie, toffee bar",1 medium bar,38,g
"Cookie, toffee bar",1 large bar,56,g
"Cookie, vanilla sandwich",1 miniature/bite size,3,g
"Cookie, vanilla sandwich",1 sandwich,14,g
"Cookie, vanilla sandwich",1 Oreo sandwich,12,g
